Award Year,Category,Category Full Name,Date Awarded,Laureate Name,Known Name,Gender,Birth Date,Birth Place,Birth Country,Birth Continent,Identification,Motivation,Prize Amount,Prize Amount Adjusted
2017,Physics,The Nobel Prize in Physics,2017-10-03,Rainer Weiss,Rainer Weiss,male,1932-09-29,Berlin,Germany,Europe,941,for decisive contributions to the LIGO detector and the observation of gravitational waves,9000000,10394780
2017,Physics,The Nobel Prize in Physics,2017-10-03,Barry C. Barish,Barry C. Barish,male,1936-01-27,"Omaha, NE",USA,North America,942,for decisive contributions to the LIGO detector and the observation of gravitational waves,9000000,10394780
2017,Physics,The Nobel Prize in Physics,2017-10-03,Kip S. Thorne,Kip S. Thorne,male,1940-06-01,"Logan, UT",USA,North America,943,for decisive contributions to the LIGO detector and the observation of gravitational waves,9000000,10394780
2017,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2017-10-02,Jeffrey C. Hall,Jeffrey C. Hall,male,1945-05-03,"New York, NY",USA,North America,938,for their discoveries of molecular mechanisms controlling the circadian rhythm,9000000,10394780
2017,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2017-10-02,Michael Rosbash,Michael Rosbash,male,1944-03-07,"Kansas City, MO",USA,North America,939,for their discoveries of molecular mechanisms controlling the circadian rhythm,9000000,10394780
2017,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2017-10-02,Michael W. Young,Michael W. Young,male,1949-03-28,"Miami, FL",USA,North America,940,for their discoveries of molecular mechanisms controlling the circadian rhythm,9000000,10394780
2018,Chemistry,The Nobel Prize in Chemistry,2018-10-03,Frances H. Arnold,Frances H. Arnold,female,1956-07-25,"Pittsburgh, PA",USA,North America,963,for the directed evolution of enzymes,9000000,10195200
2018,Chemistry,The Nobel Prize in Chemistry,2018-10-03,George P. Smith,George P. Smith,male,1941-03-10,"Norwalk, CT",USA,North America,964,for the phage display of peptides and antibodies,9000000,10195200
2018,Chemistry,The Nobel Prize in Chemistry,2018-10-03,Sir Gregory P. Winter,Sir Gregory P. Winter,male,1951-04-14,Leicester,United Kingdom,Europe,965,for the phage display of peptides and antibodies,9000000,10195200
2018,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2018-10-01,William D. Nordhaus,William D. Nordhaus,male,1941-05-31,"Albuquerque, NM",USA,North America,968,for integrating climate change into long-run macroeconomic analysis,9000000,10195200
2018,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2018-10-01,Paul M. Romer,Paul M. Romer,male,1955-00-00,"Denver, CO",USA,North America,969,for integrating technological innovations into long-run macroeconomic analysis,9000000,10195200
2018,Literature,The Nobel Prize in Literature,2019-10-10,Olga Tokarczuk,Olga Tokarczuk,female,1962-01-29,Sulechów,Poland,Europe,979,for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life,9000000,10013620
2018,Peace,The Nobel Peace Prize,2018-10-05,Denis Mukwege,Denis Mukwege,male,1955-03-01,Bukavu,Belgian Congo,Africa,966,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,9000000,10195200
2018,Peace,The Nobel Peace Prize,2018-10-05,Nadia Murad Basee Taha,Nadia Murad,female,1993-00-00,Kojo,Iraq,Asia,967,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,9000000,10195200
2018,Physics,The Nobel Prize in Physics,2018-10-02,Arthur Ashkin,Arthur Ashkin,male,1922-09-02,"New York, NY",USA,North America,960,for the optical tweezers and their application to biological systems,9000000,10195200
2018,Physics,The Nobel Prize in Physics,2018-10-02,Gérard Mourou,Gérard Mourou,male,1944-06-22,Albertville,France,Europe,961,"for their method of generating high-intensity, ultra-short optical pulses",9000000,10195200
2018,Physics,The Nobel Prize in Physics,2018-10-02,Donna Strickland,Donna Strickland,female,1959-05-27,Guelph,Canada,North America,962,"for their method of generating high-intensity, ultra-short optical pulses",9000000,10195200
2018,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2018-10-01,James P. Allison,James P. Allison,male,1948-08-07,"Alice, TX",USA,North America,958,for their discovery of cancer therapy by inhibition of negative immune regulation,9000000,10195200
2018,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2018-10-01,Tasuku Honjo,Tasuku Honjo,male,1942-01-27,Kyoto,Japan,Asia,959,for their discovery of cancer therapy by inhibition of negative immune regulation,9000000,10195200
2019,Chemistry,The Nobel Prize in Chemistry,2019-10-09,John B. Goodenough,John B. Goodenough,male,1922-07-25,Jena,Germany,Europe,976,for the development of lithium-ion batteries,9000000,10013620
2019,Chemistry,The Nobel Prize in Chemistry,2019-10-09,M. Stanley Whittingham,M. Stanley Whittingham,male,1941-12-22,Unknown,United Kingdom,Europe,977,for the development of lithium-ion batteries,9000000,10013620
2019,Chemistry,The Nobel Prize in Chemistry,2019-10-09,Akira Yoshino,Akira Yoshino,male,1948-01-30,Suita,Japan,Asia,978,for the development of lithium-ion batteries,9000000,10013620
2019,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2019-10-14,Abhijit Banerjee,Abhijit Banerjee,male,1961-02-21,Mumbai,India,Asia,982,for their experimental approach to alleviating global poverty,9000000,10013620
2019,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2019-10-14,Esther Duflo,Esther Duflo,female,1972-10-25,Paris,France,Europe,983,for their experimental approach to alleviating global poverty,9000000,10013620
2019,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2019-10-14,Michael Kremer,Michael Kremer,male,1964-11-12,"New York, NY",USA,North America,984,for their experimental approach to alleviating global poverty,9000000,10013620
2019,Literature,The Nobel Prize in Literature,2019-10-10,Peter Handke,Peter Handke,male,1942-12-06,Griffen,Austria,Europe,980,for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience,9000000,10013620
2019,Peace,The Nobel Peace Prize,2019-10-11,Abiy Ahmed Ali,Abiy Ahmed Ali,male,1976-08-15,Beshasha,Ethiopia,Africa,981,"for his efforts to achieve peace and international cooperation, and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea",9000000,10013620
2019,Physics,The Nobel Prize in Physics,2019-10-08,James Peebles,James Peebles,male,1935-04-25,Winnipeg,Canada,North America,973,for theoretical discoveries in physical cosmology,9000000,10013620
2019,Physics,The Nobel Prize in Physics,2019-10-08,Michel Mayor,Michel Mayor,male,1942-01-12,Lausanne,Switzerland,Europe,974,for the discovery of an exoplanet orbiting a solar-type star,9000000,10013620
2019,Physics,The Nobel Prize in Physics,2019-10-08,Didier Queloz,Didier Queloz,male,1966-02-23,Geneva,Switzerland,Europe,975,for the discovery of an exoplanet orbiting a solar-type star,9000000,10013620
2019,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2019-10-07,William G. Kaelin Jr,William G. Kaelin Jr,male,1957-11-23,"New York, NY",USA,North America,970,for their discoveries of how cells sense and adapt to oxygen availability,9000000,10013620
2019,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2019-10-07,Sir Peter J. Ratcliffe,Sir Peter J. Ratcliffe,male,1954-05-14,Lancashire,United Kingdom,Europe,971,for their discoveries of how cells sense and adapt to oxygen availability,9000000,10013620
2019,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2019-10-07,Gregg L. Semenza,Gregg L. Semenza,male,1956-07-12,"New York, NY",USA,North America,972,for their discoveries of how cells sense and adapt to oxygen availability,9000000,10013620
2020,Chemistry,The Nobel Prize in Chemistry,2020-10-07,Emmanuelle Charpentier,Emmanuelle Charpentier,female,1968-12-11,Juvisy-sur-Orge,France,Europe,991,for the development of a method for genome editing,10000000,11074035
2020,Chemistry,The Nobel Prize in Chemistry,2020-10-07,Jennifer A. Doudna,Jennifer A. Doudna,female,1964-02-19,"Washington, D.C.",USA,North America,992,for the development of a method for genome editing,10000000,11074035
2020,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2020-10-12,Paul R. Milgrom,Paul R. Milgrom,male,1948-04-20,"Detroit, MI",USA,North America,995,for improvements to auction theory and inventions of new auction formats,10000000,11074035
2020,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2020-10-12,Robert B. Wilson,Robert B. Wilson,male,1937-05-16,"Geneva, NE",USA,North America,996,for improvements to auction theory and inventions of new auction formats,10000000,11074035
2020,Literature,The Nobel Prize in Literature,2020-10-08,Louise Glück,Louise Glück,female,1943-04-22,"New York, NY",USA,North America,993,for her unmistakable poetic voice that with austere beauty makes individual existence universal,10000000,11074035
2020,Peace,The Nobel Peace Prize,2020-10-09,,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,994,"for its efforts to combat hunger, for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict",10000000,11074035
2020,Physics,The Nobel Prize in Physics,2020-10-06,Roger Penrose,Roger Penrose,male,1931-08-08,Colchester,United Kingdom,Europe,988,for the discovery that black hole formation is a robust prediction of the general theory of relativity,10000000,11074035
2020,Physics,The Nobel Prize in Physics,2020-10-06,Reinhard Genzel,Reinhard Genzel,male,1952-03-24,Bad Homburg vor der Höhe,Germany,Europe,989,for the discovery of a supermassive compact object at the centre of our galaxy,10000000,11074035
2020,Physics,The Nobel Prize in Physics,2020-10-06,Andrea Ghez,Andrea Ghez,female,1965-06-16,"New York, NY",USA,North America,990,for the discovery of a supermassive compact object at the centre of our galaxy,10000000,11074035
2020,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2020-10-05,Harvey J. Alter,Harvey J. Alter,male,1935-09-12,"New York, NY",USA,North America,985,for the discovery of Hepatitis C virus,10000000,11074035
2020,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2020-10-05,Michael Houghton,Michael Houghton,male,1949-00-00,Unknown,United Kingdom,Europe,986,for the discovery of Hepatitis C virus,10000000,11074035
2020,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2020-10-05,Charles M. Rice,Charles M. Rice,male,1952-08-25,"Sacramento, CA",USA,North America,987,for the discovery of Hepatitis C virus,10000000,11074035
2021,Chemistry,The Nobel Prize in Chemistry,2021-10-06,Benjamin List,Benjamin List,male,1968-01-11,Frankfurt-on-the-Main,Germany,Europe,1002,for the development of asymmetric organocatalysis,10000000,10836735
2021,Chemistry,The Nobel Prize in Chemistry,2021-10-06,David W.C. MacMillan,David W.C. MacMillan,male,1968-03-16,Bellshill,United Kingdom,Europe,1003,for the development of asymmetric organocatalysis,10000000,10836735
2021,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2021-10-11,David Card,David Card,male,1956-00-00,Guelph,Canada,North America,1007,for his empirical contributions to labour economics,10000000,10836735
2021,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2021-10-11,Joshua D. Angrist,Joshua D. Angrist,male,1960-09-18,"Columbus, OH",USA,North America,1008,for their methodological contributions to the analysis of causal relationships,10000000,10836735
2021,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2021-10-11,Guido W. Imbens,Guido W. Imbens,male,1963-09-03,Geldrop,the Netherlands,Europe,1009,for their methodological contributions to the analysis of causal relationships,10000000,10836735
2021,Literature,The Nobel Prize in Literature,2021-10-07,Abdulrazak Gurnah,Abdulrazak Gurnah,male,1948-00-00,Unknown,Unknown,Unknown,1004,for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents,10000000,10836735
2021,Peace,The Nobel Peace Prize,2021-10-08,Maria Ressa,Maria Ressa,female,1963-10-02,Manila,Philippines,Asia,1005,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",10000000,10836735
2021,Peace,The Nobel Peace Prize,2021-10-08,Dmitry Andreyevich Muratov,Dmitry Muratov,male,1961-00-00,Kubyshev,USSR,Europe,1006,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace",10000000,10836735
2021,Physics,The Nobel Prize in Physics,2021-10-05,Syukuro Manabe,Syukuro Manabe,male,1931-09-21,"Shingu, Ehime",Japan,Asia,999,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",10000000,10836735
2021,Physics,The Nobel Prize in Physics,2021-10-05,Klaus Hasselmann,Klaus Hasselmann,male,1931-10-25,Hamburg,Germany,Europe,1000,"for the physical modelling of Earth’s climate, quantifying variability and reliably predicting global warming",10000000,10836735
2021,Physics,The Nobel Prize in Physics,2021-10-05,Giorgio Parisi,Giorgio Parisi,male,1948-08-04,Rome,Italy,Europe,1001,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales,10000000,10836735
2021,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2021-10-04,David Julius,David Julius,male,1955-11-04,"New York, NY",USA,North America,997,for their discoveries of receptors for temperature and touch,10000000,10836735
2021,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2021-10-04,Ardem Patapoutian,Ardem Patapoutian,male,1967-00-00,Beirut,Lebanon,Asia,998,for their discoveries of receptors for temperature and touch,10000000,10836735
2022,Chemistry,The Nobel Prize in Chemistry,2022-10-05,Carolyn R. Bertozzi,Carolyn Bertozzi,female,1966-10-10,"Boston, MA",USA,North America,1015,for the development of click chemistry and bioorthogonal chemistry,10000000,10000000
2022,Chemistry,The Nobel Prize in Chemistry,2022-10-05,Morten Meldal,Morten Meldal,male,1954-00-00,Copenhagen,Denmark,Europe,1016,for the development of click chemistry and bioorthogonal chemistry,10000000,10000000
